3.556496e-03	-1.055044e-03	-1.036830e-03	3.016133e-03	5.005806e-04	-3.550333e-03	3.330385e-03	-3.034331e-04	-5.056993e-04	1.403583e-01	-1.381915e-01	-3.510563e-01	3.491360e-01	3.631650e-01	-3.935333e-01	3.933549e-03	3.451883e-01	-1.391009e-01	-8.866193e-03	4.486151e-01	-5.353553e-01	3.160508e-01	3.615953e-01	3.983635e-01	-5.338643e-01	3.603690e-01	3.360433e-03	
-1.055044e-03	3.108555e-03	-4.639563e-03	3.303390e-03	3.661196e-03	-5.336594e-03	3.336600e-03	6.303368e-04	-1.141336e-03	-1.815065e-03	5.504936e-01	-1.338635e+00	1.314348e+00	3.338631e-01	-5.333539e-01	-5.045038e-03	4.430040e-01	-9.145530e-03	-9.401884e-03	3.548018e-01	-1.866096e-01	-3.144060e-01	-3.158941e-01	1.155856e+00	-1.133550e+00	-9.550005e-03	3.135631e-01	
-1.036830e-03	-4.639563e-03	1.435140e-03	-1.351163e-03	-9.103930e-03	3.144413e-03	-1.496351e-03	-1.049051e-03	4.393550e-03	5.395859e-01	-3.589866e-01	4.434650e+00	-4.453550e+00	-1.505959e+00	3.458653e+00	5.303199e-03	-1.835934e+00	3.855380e-01	3.680943e-01	-3.444455e+00	3.555968e+00	1.635385e-01	3.045455e-03	-3.834659e+00	4.915065e+00	-5.459655e-01	-8.559936e-01	
3.016133e-03	3.303390e-03	-1.351163e-03	1.885931e-03	3.011355e-03	-1.939550e-03	1.635589e-03	-8.369085e-04	-3.960151e-03	1.551554e-01	-1.058930e+00	-4.005564e+00	5.451583e+00	1.653663e+00	-3.545544e+00	-6.334453e-01	3.354509e+00	-9.095899e-01	-1.808683e-01	3.511593e+00	-3.005885e+00	-1.655565e+00	3.533353e+00	3.336595e+00	-5.059980e+00	3.398355e+00	3.590356e-01	
5.005806e-04	3.661196e-03	-9.103930e-03	3.011355e-03	3.103550e-03	-3.611610e-03	1.331585e-03	4.666563e-03	-5.549443e-03	-3.581836e+00	3.838903e+00	-3.855639e+00	1.464154e+00	3.138353e+00	-3.100538e+00	1.355491e+00	1.335403e+00	3.441335e-01	-5.833611e-01	3.105156e+00	-4.445588e+00	3.553053e+00	-4.363106e+00	6.389363e+00	-5.008533e+00	-1.535390e+00	1.981506e+00	
-3.550333e-03	-5.336594e-03	3.144413e-03	-1.939550e-03	-3.611610e-03	4.905335e-03	-3.303165e-03	-3.453935e-03	9.839353e-03	3.951155e+00	-3.350413e+00	5.095330e+00	-6.145139e+00	-3.895550e+00	6.608159e+00	-1.643159e+00	-3.351338e+00	5.569554e-01	1.036536e+00	-6.195595e+00	8.310551e+00	-3.136995e+00	3.354930e+00	-9.435813e+00	1.066155e+01	-6.195453e-01	-3.311308e+00	
3.330385e-03	3.336600e-03	-1.496351e-03	1.635589e-03	1.331585e-03	-3.303165e-03	3.655504e-03	-3.994555e-03	-4.488133e-03	-1.654003e+00	1.138965e+00	-5.081583e+00	5.084941e+00	3.415889e+00	-4.313836e+00	1.399494e+00	5.961346e-01	-5.551580e-01	-3.835556e-01	3.953030e+00	-5.603419e+00	1.890593e+00	-6.994313e-01	5.535506e+00	-5.830558e+00	3.000018e+00	4.405484e-01	
-3.034331e-04	6.303368e-04	-1.049051e-03	-8.369085e-04	4.666563e-03	-3.453935e-03	-3.994555e-03	9.949439e-03	-4.513858e-03	-3.013305e-01	-1.885944e-01	-8.353134e-03	-1.465641e-01	3.614903e-01	-5.335895e-01	1.040533e-01	3.918335e+00	-4.353530e-01	-4.531543e-01	8.615086e-01	-3.593510e-01	-5.601089e-01	3.035653e-01	6.036513e-01	-3.199156e-03	-3.509453e+00	1.991853e+00	
-5.056993e-04	-1.141336e-03	4.393550e-03	-3.960151e-03	-5.549443e-03	9.839353e-03	-4.488133e-03	-4.513858e-03	4.643695e-03	4.545963e-01	1.503958e-03	1.386133e+00	-1.303448e+00	-5.333658e-01	1.355448e+00	-4.196850e-01	-1.558335e+00	6.455011e-01	3.569381e-01	-1.553581e+00	1.643151e+00	4.330368e-03	-3.430859e-01	-1.609845e+00	3.033535e+00	1.350860e+00	-1.633350e+00	
1.403583e-01	-1.815065e-03	5.395859e-01	1.551554e-01	-3.581836e+00	3.951155e+00	-1.654003e+00	-3.013305e-01	4.545963e-01	1.010355e+04	-3.398959e+03	-6.313119e+03	9.151035e+03	-9.513635e+01	-4.940883e+01	-1.385868e+03	1.158008e+03	-1.393451e+03	-3.354348e+03	4.115168e+03	1.184903e+03	-9.813404e+03	3.665543e+03	-4.635036e+03	5.810533e+03	-4.554153e+01	-9.353565e+01	
